CLASE_DE_ACCIDENTE,GRAVEDAD,VIAS,CORREGIMIENTO,DÍA_SEMANA,FECHA_DE_OCURRENCIA,TIPO_DIA,HORA_OCURRENCIA
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL LAURO,MARTES,2022-02-01,Entre semana,10:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-02-01,Entre semana,08:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CANDELARIA,JUEVES,2022-02-01,Entre semana,06:00:00
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2022-02-02,Entre semana,12:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-02-02,Entre semana,15:00:00
CHOQUE,HERIDOS,CANDELARIA,POBLADO CAMPESTRE,MIERCOLES,2022-02-02,Entre semana,17:00:00
CHOQUE,MUERTOS,PALMIRA-PUERTO TEJADA,EL LAURO,VIERNES,2022-02-04,Entre semana,15:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,VIERNES,2022-02-04,Entre semana,15:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-02-05,Fin de semana,05:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-02-05,Fin de semana,13:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-02-05,Fin de semana,12:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2022-02-08,Entre semana,08:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-02-08,Entre semana,10:00:00
CHOQUE,HERIDOS,PUERTO TEJADA-PALMIRA,CANDELARIA,MARTES,2022-02-08,Entre semana,15:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL CABUYAL,MIERCOLES,2022-02-09,Entre semana,12:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-02-10,Entre semana,15:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-02-11,Entre semana,12:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2022-02-13,Fin de semana,12:00:00
CHOQUE,HERIDOS,SAN JOAQUIN-TIPLE,SAN JOAQUIN,DOMINGO,2022-02-13,Fin de semana,16:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,MARTES,2022-02-15,Entre semana,06:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-02-16,Entre semana,07:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,JUANCHITO,DOMINGO,2022-02-20,Fin de semana,11:00:00
VOLCAMIENTO,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2022-02-22,Entre semana,14:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2022-02-23,Entre semana,13:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,VIERNES,2022-02-25,Entre semana,16:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2022-02-25,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,EL ARENAL,SABADO,2022-02-26,Fin de semana,08:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,SABADO,2022-02-26,Fin de semana,11:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2022-02-27,Fin de semana,19:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2022-02-27,Fin de semana,20:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-02-27,Fin de semana,16:00:00
ATROPELLO,MUERTOS,PALMIRA-VILLARICA,EL ARENAL,LUNES,2022-02-28,Entre semana,05:00:00
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,MARTES,2022-03-01,Entre semana,06:00:00
VOLCAMIENTO,MUERTOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-03-02,Entre semana,15:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,JUEVES,2022-03-03,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,JUEVES,2022-03-03,Entre semana,20:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,SABADO,2022-03-05,Fin de semana,11:00:00
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,DOMINGO,2022-03-06,Fin de semana,10:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-03-09,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-03-09,Entre semana,05:00:00
VOLCAMIENTO,HERIDOS,CANDELARIA-CALI,EL CARMELO,MIERCOLES,2022-03-09,Entre semana,07:00:00
CHOQUE,DAÑOS,VILLAGORGONA-CANDELARIA,VILLAGORGONA,VIERNES,2022-03-11,Entre semana,11:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,DOMINGO LARGO,SABADO,2022-03-12,Fin de semana,12:00:00
CHOQUE,HERIDOS,VILLAGORGONA-CANDELARIA,VILLAGORGONA,DOMINGO,2022-03-13,Fin de semana,08:00:00
CHOQUE,HERIDOS,JUANCHITO,JUANCHITO,MARTES,2022-03-15,Entre semana,15:00:00
VOLCAMIENTO,HERIDOS,PALMIRA-VILLARICA,EL LAURO,MARTES,2022-03-15,Entre semana,16:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,MIERCOLES,2022-03-16,Entre semana,14:00:00
CHOQUE,HERIDOS,JUANCHITO,JUANCHITO,VIERNES,2022-03-18,Entre semana,05:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-03-19,Fin de semana,14:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,SABADO,2022-03-19,Fin de semana,14:00:00
CHOQUE,DAÑOS,CALI-FLORIDA,LA REGINA,MARTES,2022-03-08,Entre semana,05:00:00
CHOQUE,DAÑOS,CALI-FLORIDA,CANDELARIA,LUNES,2022-03-14,Entre semana,17:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-03-19,Fin de semana,10:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-03-23,Entre semana,07:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2022-03-23,Entre semana,13:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-03-24,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-03-25,Entre semana,05:00:00
CHOQUE,HERIDOS,CANDELARIA-LA TUPIA,CANDELARIA,VIERNES,2022-03-25,Entre semana,20:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2022-03-27,Fin de semana,21:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2022-03-29,Entre semana,07:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-03-31,Entre semana,09:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,JUEVES,2022-03-31,Entre semana,23:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL CABUYAL,LUNES,2022-04-01,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-04-05,Entre semana,07:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,POBLADO CAMPESTRE,JUEVES,2022-04-07,Entre semana,08:00:00
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-04-07,Entre semana,11:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-04-09,Fin de semana,08:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,SABADO,2022-04-09,Fin de semana,11:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,TURIN,SABADO,2022-04-09,Fin de semana,17:00:00
ATROPELLO,HERIDOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2022-04-03,Entre semana,20:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-04-05,Entre semana,16:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,MARTES,2022-04-05,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-04-06,Entre semana,12:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-04-10,Fin de semana,15:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,LUNES,2022-04-11,Entre semana,15:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,EL CARMELO,LUNES,2022-04-11,Entre semana,19:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,LUNES,2022-04-11,Entre semana,17:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,LUNES,2022-04-11,Entre semana,17:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2022-04-12,Entre semana,11:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2022-04-13,Entre semana,16:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-04-13,Entre semana,13:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CANDELARIA,VIERNES,2022-04-15,Entre semana,09:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,SABADO,2022-04-16,Fin de semana,17:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,LUNES,2022-04-18,Entre semana,18:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,MARTES,2022-04-19,Entre semana,15:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-04-20,Entre semana,13:00:00
CHOQUE,DAÑOS,JUANCHITO,JUANCHITO,MIERCOLES,2022-04-20,Entre semana,19:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,DOMINGO LARGO,VIERNES,2022-04-22,Entre semana,12:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,VIERNES,2022-04-22,Entre semana,11:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-04-23,Fin de semana,07:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-04-24,Fin de semana,15:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,MIERCOLES,2022-04-27,Entre semana,19:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-04-27,Entre semana,17:00:00
ATROPELLO,MUERTOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,JUEVES,2022-04-28,Entre semana,16:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,SABADO,2022-04-30,Fin de semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,POBLADO CAMPESTRE,DOMINGO,2022-05-01,Fin de semana,13:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2022-05-03,Entre semana,13:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,POBLADO CAMPESTRE,MARTES,2022-05-03,Entre semana,17:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-05-04,Entre semana,06:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,CANDELARIA,VIERNES,2022-05-06,Entre semana,12:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,PUERTA AMARILLA,SABADO,2022-05-07,Fin de semana,05:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-05-08,Fin de semana,06:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2022-05-08,Fin de semana,11:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,LUNES,2022-05-09,Entre semana,16:00:00
VOLCAMIENTO,DAÑOS,JUANCHITO,JUANCHITO,MIERCOLES,2022-05-11,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-05-13,Entre semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,SABADO,2022-05-14,Fin de semana,20:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2022-05-15,Fin de semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-05-15,Fin de semana,21:00:00
ATROPELLO,MUERTOS,CALI-CANDELARIA,CANDELARIA,LUNES,2022-05-16,Entre semana,11:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MARTES,2022-05-17,Entre semana,18:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,MARTES,2022-05-17,Entre semana,19:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2022-05-17,Entre semana,08:00:00
VOLCAMIENTO,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-05-18,Entre semana,22:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-05-18,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,CANDELARIA,JUEVES,2022-05-19,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-05-19,Entre semana,06:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,JUEVES,2022-05-19,Entre semana,12:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,VIERNES,2022-05-20,Entre semana,11:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL LAURO,LUNES,2022-05-23,Entre semana,17:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-05-23,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-05-23,Entre semana,08:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2022-05-25,Entre semana,16:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-05-26,Entre semana,13:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-05-27,Entre semana,16:00:00
CHOQUE,DAÑOS,CANDELARIA-FLORIDA,CANDELARIA,MARTES,2022-05-31,Entre semana,11:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-01,Entre semana,07:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-06-01,Entre semana,07:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2022-06-01,Entre semana,06:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-01,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-01,Entre semana,17:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,JUEVES,2022-06-02,Entre semana,14:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-06-02,Entre semana,16:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,SABADO,2022-06-04,Fin de semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,DOMINGO,2022-06-05,Fin de semana,15:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,LUNES,2022-06-06,Entre semana,14:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,LUNES,2022-06-06,Entre semana,18:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,LUNES,2022-06-06,Entre semana,20:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-08,Entre semana,05:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-08,Entre semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,JUEVES,2022-06-09,Entre semana,06:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-06-09,Entre semana,10:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-06-10,Entre semana,21:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2022-06-10,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-06-12,Fin de semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MARTES,2022-06-14,Entre semana,19:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-06-17,Entre semana,16:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,SABADO,2022-06-18,Fin de semana,10:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-06-18,Fin de semana,16:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,LUNES,2022-06-20,Entre semana,17:00:00
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,MARTES,2022-06-21,Entre semana,14:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2022-06-21,Entre semana,12:00:00
CHOQUE,HERIDOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,MIERCOLES,2022-06-22,Entre semana,22:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL LAURO,MIERCOLES,2022-06-22,Entre semana,07:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,VIERNES,2022-06-24,Entre semana,09:00:00
ATROPELLO,HERIDOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,LUNES,2022-06-27,Entre semana,12:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-29,Entre semana,04:00:00
ATROPELLO,HERIDOS,SAN JOAQUIN-EL CARMELO,LA GLORIA,MIERCOLES,2022-06-29,Entre semana,18:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,JUEVES,2022-06-30,Entre semana,10:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-07-02,Fin de semana,16:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,SABADO,2022-07-02,Fin de semana,14:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,SABADO,2022-07-02,Fin de semana,12:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,MARTES,2022-07-05,Entre semana,12:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,DOMINGO LARGO,MARTES,2022-07-05,Entre semana,16:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2022-07-08,Entre semana,09:00:00
OTRO,HERIDOS,PUERTO TEJADA-PALMIRA,EL LAURO,SABADO,2022-07-09,Fin de semana,16:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,DOMINGO,2022-07-10,Fin de semana,21:00:00
OTRO,HERIDOS,VILLAGORGONA,VILLAGORGONA,LUNES,2022-07-11,Entre semana,09:00:00
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,JUEVES,2022-07-14,Entre semana,11:00:00
CHOQUE,MUERTOS,CALI-FLORIDA,CANDELARIA,DOMINGO,2022-07-17,Fin de semana,14:00:00
CHOQUE,DAÑOS,CANDELARIA-PRADERA,CANDELARIA,DOMINGO,2022-07-17,Fin de semana,10:00:00
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,MIERCOLES,2022-07-20,Entre semana,11:00:00
ATROPELLO,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2022-07-24,Fin de semana,12:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-07-24,Fin de semana,01:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,MIERCOLES,2022-07-25,Entre semana,12:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,MARTES,2022-07-26,Entre semana,13:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,LUNES,2022-08-01,Entre semana,12:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,JUEVES,2022-08-04,Entre semana,06:00:00
CHOQUE,MUERTOS,PALMIRA-VILLARICA,CANDELARIA,JUEVES,2022-08-04,Entre semana,05:00:00
CHOQUE,HERIDOS,EL CARMELO,EL CARMELO,DOMINGO,2022-08-07,Fin de semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-08-08,Entre semana,06:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,VIERNES,2022-08-12,Entre semana,11:00:00
OBJETO FIJO,HERIDOS,CANDELARIA-CALI,CANDELARIA,SABADO,2022-08-13,Fin de semana,21:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,LUNES,2022-08-15,Entre semana,05:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,VIERNES,2022-08-12,Entre semana,19:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,SABADO,2022-08-13,Fin de semana,15:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-08-17,Entre semana,06:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,MARTES,2022-08-16,Entre semana,18:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-08-17,Entre semana,16:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-08-20,Fin de semana,15:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,CANDELARIA,SABADO,2022-08-20,Fin de semana,03:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2022-08-21,Fin de semana,22:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,JUEVES,2022-08-25,Entre semana,20:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,VIERNES,2022-08-26,Entre semana,10:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,MIERCOLES,2022-08-24,Entre semana,16:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,VIERNES,2022-08-26,Entre semana,20:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-08-27,Fin de semana,11:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,SABADO,2022-08-27,Fin de semana,19:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2022-08-28,Fin de semana,12:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2022-08-30,Entre semana,16:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,CANDELARIA,MARTES,2022-08-30,Entre semana,18:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,JUEVES,2022-09-01,Entre semana,14:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,SABADO,2022-09-03,Fin de semana,20:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-09-04,Fin de semana,23:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MARTES,2022-09-06,Entre semana,06:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,MIERCOLES,2022-08-07,Entre semana,23:00:00
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,MIERCOLES,2022-09-07,Entre semana,22:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,VIERNES,2022-09-09,Entre semana,09:00:00
ATROPELLO,HERIDOS,VILLARICA-PALMIRA,EL LAURO,SABADO,2022-09-10,Fin de semana,07:00:00
ATROPELLO,HERIDOS,JUANCHITO,JUANCHITO,DOMINGO,2022-09-18,Fin de semana,12:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,CANDELARIA,VIERNES,2022-09-16,Entre semana,05:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,LUNES,2022-09-16,Entre semana,06:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2022-09-18,Fin de semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,LUNES,2022-09-19,Entre semana,19:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,MARTES,2022-09-20,Entre semana,09:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2022-09-23,Entre semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,VIERNES,2022-09-23,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-09-23,Entre semana,20:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,CANDELARIA,SABADO,2022-09-24,Fin de semana,14:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,VIERNES,2022-09-23,Entre semana,22:00:00
CHOQUE,HERIDOS,VILLAGORGONA,CANDELARIA,DOMINGO,2022-09-25,Fin de semana,18:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,MARTES,2022-09-27,Entre semana,16:00:00
CHOQUE,MUERTOS,JUANCHITO,JUANCHITO,JUEVES,2022-09-30,Entre semana,07:00:00
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2022-09-28,Entre semana,11:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,DOMINGO LARGO,DOMINGO,2022-10-02,Fin de semana,12:00:00
VOLCAMIENTO,MUERTOS,CALI-CANDELARIA,EL CARMELO,LUNES,2022-10-03,Entre semana,05:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,MARTES,2022-10-04,Entre semana,17:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,MARTES,2022-10-04,Entre semana,20:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,JUEVES,2022-10-06,Entre semana,11:00:00
